"","uni","metric","metrix","stage","col","ASnormalized.t4_ahya2.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.385977749239792,0.00000000000000000000000000000000000000000000000000000000000241744468395557
"2","Sigma.1.0","Sigma","2","1","1",3.98936100705374,0.00000000000000000000000000000000000000000000000000165077412069305
"3","Connect.1.0","Connect","3","1","1",0.32890376064426,0.000000000000000000000300606676546264
"4","Tau1.1.0","Tau1","4","1","1",644.537600741977,0.00000000000000000000000000147796264662709
"5","Tau2.1.0","Tau2","5","1","1",919281.239211723,0.000000000000000000000000578030120918977
"6","NPQ.1.0","NPQ","6","1","1",0.845106378508776,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000126174065835613
"7","qP.1.0","qP","7","1","1",1.41733766407089,0.00000000000000000000000000000000000000000000000000000000000483488936791114
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000000000165077412069305
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000000241744468395557
"10","nTau1.1.0","nTau1","10","1","1",1,0.00000000000000000000000000147796264662709
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000000000578030120918977
"12","nCon.1.0","nCon","12","1","1",1,0.000000000000000000000300606676546264
"13","Fm.1.0","Fm","13","1","1",1938.00463080744,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000126174065835613
"14","Fo.1.0","Fo","14","1","1",1189.97796539209,0.00000000000000000000000000000000000000000000000000000000000483488936791114
"15","Quant.3.0","Quant","1","3","1",0.041276824045979,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000161684689207625
"16","Sigma.3.0","Sigma","2","3","1",2.90013590240672,0.0000000000000000000000000000277170247385021
"17","Connect.3.0","Connect","3","3","1",0.514280236036529,0.0000000000000529864478874953
"18","Tau1.3.0","Tau1","4","3","1",4857.99518838613,0.000141203223600048
"19","Tau2.3.0","Tau2","5","3","1",5922119.64666217,0.000000909987224706104
"20","NPQ.3.0","NPQ","6","3","1",0.0846407081446417,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000549483738471139
"21","qP.3.0","qP","7","3","1",0.246608084420293,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000003233693784147
"22","ABQ.3.0","ABQ","8","3","1",0.273032473802475,0.0000000000000000000000000000277170247385021
"23","qm.3.0","qm","9","3","1",0.893059058126339,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000161684689207625
"24","nTau1.3.0","nTau1","10","3","1",7.53717887489219,0.000141203223600048
"25","nTau2.3.0","nTau2","11","3","1",6.44211955390317,0.000000909987224706104
"26","nCon.3.0","nCon","12","3","1",1.5636192028609,0.0000000000000529864478874953
"27","Fm.3.0","Fm","13","3","1",3296.78268483862,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000549483738471139
"28","Fo.3.0","Fo","14","3","1",3160.70196603871,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000003233693784147
"29","Quant.4.0","Quant","1","4","1",0.0454444135429755,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000505481819812495
"30","Sigma.4.0","Sigma","2","4","1",2.79765931517368,0.0000000000000000000000000000234325039410094
"31","Connect.4.0","Connect","3","4","1",0.555606942439803,0.000000000000000154111605987138
"32","Tau1.4.0","Tau1","4","4","1",2461.21434736591,0.00000395654208422663
"33","Tau2.4.0","Tau2","5","4","1",4614728.45891674,0.0000000000228636565267211
"34","NPQ.4.0","NPQ","6","4","1",0.108361037657631,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000678910459863049
"35","qP.4.0","qP","7","4","1",0.294779639788386,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000101096363962492
"36","ABQ.4.0","ABQ","8","4","1",0.298719942811133,0.0000000000000000000000000000234325039410094
"37","qm.4.0","qm","9","4","1",0.882261571729248,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000505481819812495
"38","nTau1.4.0","nTau1","10","4","1",3.81857372561759,0.00000395654208422663
"39","nTau2.4.0","nTau2","11","4","1",5.01993107449233,0.0000000000228636565267211
"40","nCon.4.0","nCon","12","4","1",1.68926904743039,0.000000000000000154111605987138
"41","Fm.4.0","Fm","13","4","1",3226.22736129318,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000678910459863049
"42","Fo.4.0","Fo","14","4","1",3079.61335090291,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000101096363962492
"43","Quant.5.0","Quant","1","5","1",0.0423908182659577,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000207984165175016
"44","Sigma.5.0","Sigma","2","5","1",3.70152093714311,0.0000000000000000000000000365943224517577
"45","Connect.5.0","Connect","3","5","1",0.37728067284197,0.00000155914671198554
"46","Tau1.5.0","Tau1","4","5","1",2891.91316844455,0.00000000200059860588397
"47","Tau2.5.0","Tau2","5","5","1",7814282.32101145,0.00000774368578265644
"48","NPQ.5.0","NPQ","6","5","1",0.113661799997229,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000343595791037102
"49","qP.5.0","qP","7","5","1",0.297662923547628,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000415968330350032
"50","ABQ.5.0","ABQ","8","5","1",0.0721519234287602,0.0000000000000000000000000365943224517577
"51","qm.5.0","qm","9","5","1",0.890172896366567,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000207984165175016
"52","nTau1.5.0","nTau1","10","5","1",4.48680288801685,0.00000000200059860588397
"53","nTau2.5.0","nTau2","11","5","1",8.50042618917378,0.00000774368578265644
"54","nCon.5.0","nCon","12","5","1",1.14708531183392,0.00000155914671198554
"55","Fm.5.0","Fm","13","5","1",3210.87129494004,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000343595791037102
"56","Fo.5.0","Fo","14","5","1",3074.75983340085,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000415968330350032
"57","Quant.6.0","Quant","1","6","1",0.0365924121095495,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000239261951752826
"58","Sigma.6.0","Sigma","2","6","1",3.66099067685225,0.000000000000000000000000680826452910801
"59","Connect.6.0","Connect","3","6","1",0.236398452980315,0.00275126507409842
"60","Tau1.6.0","Tau1","4","6","1",2737.26532332192,0.000000100041657735551
"61","Tau2.6.0","Tau2","5","6","1",9964943.26608938,0.000241325371257323
"62","NPQ.6.0","NPQ","6","6","1",0.136121620786407,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104135325491201
"63","qP.6.0","qP","7","6","1",0.322931051540534,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000478523903505652
"64","ABQ.6.0","ABQ","8","6","1",0.0823115104451282,0.000000000000000000000000680826452910801
"65","qm.6.0","qm","9","6","1",0.905195539945967,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000239261951752826
"66","nTau1.6.0","nTau1","10","6","1",4.24686677731577,0.000000100041657735551
"67","nTau2.6.0","nTau2","11","6","1",10.8399288933975,0.000241325371257323
"68","nCon.6.0","nCon","12","6","1",0.718746579599015,0.00275126507409842
"69","Fm.6.0","Fm","13","6","1",3147.39605378447,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104135325491201
"70","Fo.6.0","Fo","14","6","1",3032.22524031242,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000478523903505652
"71","Quant.7.0","Quant","1","7","1",0.0391355359270106,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000309772453018081
"72","Sigma.7.0","Sigma","2","7","1",3.37891238495698,0.000000000000000000000000000100567552131393
"73","Connect.7.0","Connect","3","7","1",0.372289615178961,0.0000000127112859367792
"74","Tau1.7.0","Tau1","4","7","1",1544.1802876337,0.00000000974426243274014
"75","Tau2.7.0","Tau2","5","7","1",12473566.9080317,0.0044779290290662
"76","NPQ.7.0","NPQ","6","7","1",0.167936354491946,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105494657830706
"77","qP.7.0","qP","7","7","1",0.376624855148953,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000619544906036162
"78","ABQ.7.0","ABQ","8","7","1",0.153019147933066,0.000000000000000000000000000100567552131393
"79","qm.7.0","qm","9","7","1",0.898606756466945,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000309772453018081
"80","nTau1.7.0","nTau1","10","7","1",2.39579550650897,0.00000000974426243274014
"81","nTau2.7.0","nTau2","11","7","1",13.5688257042292,0.0044779290290662
"82","nCon.7.0","nCon","12","7","1",1.13191048484735,0.0000000127112859367792
"83","Fm.7.0","Fm","13","7","1",3061.66058803593,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105494657830706
"84","Fo.7.0","Fo","14","7","1",2941.84086009654,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000619544906036162
"85","Quant.8.0","Quant","1","8","1",0.0456341795091497,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000044707770856237
"86","Sigma.8.0","Sigma","2","8","1",3.54567950825541,0.00000000000000000000000000000372572759154101
"87","Connect.8.0","Connect","3","8","1",0.439786392335223,0.0000000000140122349004108
"88","Tau1.8.0","Tau1","4","8","1",1714.96945230634,0.00000000000000635053701844299
"89","Tau2.8.0","Tau2","5","8","1",13787292.0418497,0.000011887239805906
"90","NPQ.8.0","NPQ","6","8","1",0.199422482805514,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000771309918592468
"91","qP.8.0","qP","7","8","1",0.434011597896932,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000089415541712474
"92","ABQ.8.0","ABQ","8","8","1",0.111216181742851,0.00000000000000000000000000000372572759154101
"93","qm.8.0","qm","9","8","1",0.881769921714324,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000044707770856237
"94","nTau1.8.0","nTau1","10","8","1",2.66077487229931,0.00000000000000635053701844299
"95","nTau2.8.0","nTau2","11","8","1",14.9979042906089,0.000011887239805906
"96","nCon.8.0","nCon","12","8","1",1.33712789259012,0.0000000000140122349004108
"97","Fm.8.0","Fm","13","8","1",2981.28870947817,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000771309918592468
"98","Fo.8.0","Fo","14","8","1",2845.24004534124,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000089415541712474
"99","Quant.9.0","Quant","1","9","1",0.0506496101443887,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000213158674426207
"100","Sigma.9.0","Sigma","2","9","1",3.6348222936071,0.0000000000000000000000000000000795567656505597
"101","Connect.9.0","Connect","3","9","1",0.291638136435422,0.00000132321166693436
"102","Tau1.9.0","Tau1","4","9","1",1494.415945714,0.00000000029910594410569
"103","Tau2.9.0","Tau2","5","9","1",8863207.46747548,0.000631406564877593
"104","NPQ.9.0","NPQ","6","9","1",0.225536150618069,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000228057753330589
"105","qP.9.0","qP","7","9","1",0.478720652528593,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000426317348852413
"106","ABQ.9.0","ABQ","8","9","1",0.0888710529881264,0.0000000000000000000000000000000795567656505597
"107","qm.9.0","qm","9","9","1",0.868775829062307,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000213158674426207
"108","nTau1.9.0","nTau1","10","9","1",2.31858613678033,0.00000000029910594410569
"109","nTau2.9.0","nTau2","11","9","1",9.64145365902998,0.000631406564877593
"110","nCon.9.0","nCon","12","9","1",0.886697482157571,0.00000132321166693436
"111","Fm.9.0","Fm","13","9","1",2917.76354706385,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000228057753330589
"112","Fo.9.0","Fo","14","9","1",2769.97996091156,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000426317348852413
"113","Quant.10.0","Quant","1","10","1",0.0866561751063117,0.0000000000000000000000000000000000000000000000000000000000000000000000000000263038745663272
"114","Sigma.10.0","Sigma","2","10","1",4.5688555120004,0.00000000000000000000000000000000000880258297467886
"115","Connect.10.0","Connect","3","10","1",0.260479237775741,0.0000000810487551836568
"116","Tau1.10.0","Tau1","4","10","1",1425.05165116172,0.0000000000000000868233063225399
"117","Tau2.10.0","Tau2","5","10","1",4460676.20527114,0.0000000323014577886202
"118","NPQ.10.0","NPQ","6","10","1",0.282778581186209,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088746177310954
"119","qP.10.0","qP","7","10","1",0.611776876489487,0.0000000000000000000000000000000000000000000000000000000000000000000000000000526077491326544
