"","uni","metric","metrix","stage","col","ASnormalized.t3_ahya2.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.391502351747596,0.000000000000000000000000000000000000000000000000000000000355961528970162
"2","Sigma.1.0","Sigma","2","1","1",4.31185663969269,0.0000000000000000000000000000000000000000000000000380374278176607
"3","Connect.1.0","Connect","3","1","1",0.305542731564435,0.000000000000000000432060250226807
"4","Tau1.1.0","Tau1","4","1","1",732.489031726317,0.0000000000000000000000000660223727074823
"5","Tau2.1.0","Tau2","5","1","1",718527.894721412,0.000000000000000000000000059962612971449
"6","NPQ.1.0","NPQ","6","1","1",0.747258560616906,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000163015379140204
"7","qP.1.0","qP","7","1","1",1.28329528100961,0.000000000000000000000000000000000000000000000000000000000711923057940324
"8","ABQ.1.0","ABQ","8","1","1",0,0.0000000000000000000000000000000000000000000000000380374278176607
"9","qm.1.0","qm","9","1","1",0,0.000000000000000000000000000000000000000000000000000000000355961528970162
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000660223727074823
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000000000059962612971449
"12","nCon.1.0","nCon","12","1","1",1,0.000000000000000000432060250226807
"13","Fm.1.0","Fm","13","1","1",2023.9659111799,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000163015379140204
"14","Fo.1.0","Fo","14","1","1",1231.578497096,0.000000000000000000000000000000000000000000000000000000000711923057940324
"15","Quant.3.0","Quant","1","3","1",0.0334606264530509,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000455275119299927
"16","Sigma.3.0","Sigma","2","3","1",3.10278471696569,0.00000000000000000000000124936240472466
"17","Connect.3.0","Connect","3","3","1",0.492277993241749,0.000000000148558531024187
"18","Tau1.3.0","Tau1","4","3","1",5495.67746527425,0.0000632539881792686
"19","Tau2.3.0","Tau2","5","3","1",6119370.98353851,0.00000158977262658087
"20","NPQ.3.0","NPQ","6","3","1",0.0746292931179529,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000339594295412127
"21","qP.3.0","qP","7","3","1",0.198051320075341,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000091055023859985
"22","ABQ.3.0","ABQ","8","3","1",0.280406336239689,0.00000000000000000000000124936240472466
"23","qm.3.0","qm","9","3","1",0.914532757456785,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000455275119299927
"24","nTau1.3.0","nTau1","10","3","1",7.50274369613718,0.0000632539881792686
"25","nTau2.3.0","nTau2","11","3","1",8.51653920257489,0.00000158977262658087
"26","nCon.3.0","nCon","12","3","1",1.61115923367313,0.000000000148558531024187
"27","Fm.3.0","Fm","13","3","1",3290.80156976302,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000339594295412127
"28","Fo.3.0","Fo","14","3","1",3180.68928770606,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000091055023859985
"29","Quant.4.0","Quant","1","4","1",0.0374073657753333,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000594782947545177
"30","Sigma.4.0","Sigma","2","4","1",2.80998151278677,0.00000000000000000000000000264665896655017
"31","Connect.4.0","Connect","3","4","1",0.486220712963583,0.00000000000310899310332058
"32","Tau1.4.0","Tau1","4","4","1",3045.08037936874,0.000168161551122667
"33","Tau2.4.0","Tau2","5","4","1",6179432.34941043,0.00000234468453496218
"34","NPQ.4.0","NPQ","6","4","1",0.107853922272825,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013500822887086
"35","qP.4.0","qP","7","4","1",0.258177632317572,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000118956589509034
"36","ABQ.4.0","ABQ","8","4","1",0.348312862046583,0.00000000000000000000000000264665896655017
"37","qm.4.0","qm","9","4","1",0.904451746947743,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000594782947545177
"38","nTau1.4.0","nTau1","10","4","1",4.15716856837043,0.000168161551122667
"39","nTau2.4.0","nTau2","11","4","1",8.60012867253584,0.00000234468453496218
"40","nCon.4.0","nCon","12","4","1",1.5913345752787,0.00000000000310899310332058
"41","Fm.4.0","Fm","13","4","1",3192.11016327024,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013500822887086
"42","Fo.4.0","Fo","14","4","1",3072.70173079763,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000118956589509034
"43","Quant.5.0","Quant","1","5","1",0.0350298534247134,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000197920663319171
"44","Sigma.5.0","Sigma","2","5","1",4.08046367700635,0.00000000000000000000000490703588735607
"45","Connect.5.0","Connect","3","5","1",0.269817793234626,0.00290413556335438
"46","Tau1.5.0","Tau1","4","5","1",2889.01734353217,0.00000000356109964593656
"47","Tau2.5.0","Tau2","5","5","1",8745284.25685677,0.0000000236032316430351
"48","NPQ.5.0","NPQ","6","5","1",0.13531412653869,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000148732926471799
"49","qP.5.0","qP","7","5","1",0.295435017793478,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000395841326638342
"50","ABQ.5.0","ABQ","8","5","1",0.0536643450889009,0.00000000000000000000000490703588735607
"51","qm.5.0","qm","9","5","1",0.910524538950159,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000197920663319171
"52","nTau1.5.0","nTau1","10","5","1",3.94411003905872,0.00000000356109964593656
"53","nTau2.5.0","nTau2","11","5","1",12.1711130787031,0.0000000236032316430351
"54","nCon.5.0","nCon","12","5","1",0.883077112825135,0.00290413556335438
"55","Fm.5.0","Fm","13","5","1",3114.90157837419,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000148732926471799
"56","Fo.5.0","Fo","14","5","1",3005.78703265134,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000395841326638342
"57","Quant.6.0","Quant","1","6","1",0.0355934007200904,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000218813051975877
"58","Sigma.6.0","Sigma","2","6","1",3.6384648594908,0.0000000000000000000000335222154923658
"59","Connect.6.0","Connect","3","6","1",0.253791697373801,0.00482994739988101
"60","Tau1.6.0","Tau1","4","6","1",1813.98137042004,0.00000121259298630463
"61","Tau2.6.0","Tau2","5","6","1",8543978.18781097,0.0000552784673599031
"62","NPQ.6.0","NPQ","6","6","1",0.172281032006713,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000179115078818353
"63","qP.6.0","qP","7","6","1",0.349156845872628,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000437626103951755
"64","ABQ.6.0","ABQ","8","6","1",0.156172117134647,0.0000000000000000000000335222154923658
"65","qm.6.0","qm","9","6","1",0.909085090903777,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000218813051975877
"66","nTau1.6.0","nTau1","10","6","1",2.47646216100312,0.00000121259298630463
"67","nTau2.6.0","nTau2","11","6","1",11.8909484942455,0.0000552784673599031
"68","nCon.6.0","nCon","12","6","1",0.830625870477562,0.00482994739988101
