"","uni","metric","metrix","stage","col","ASnormalized.t10_aabr1.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.364769524767824,0.00000000000000000000000000000000000000000000000000000000000000161420988039785
"2","Sigma.1.0","Sigma","2","1","1",4.18032838266827,0.0000000000000000000000000000000000000000000000000000306615427202131
"3","Connect.1.0","Connect","3","1","1",0.329755414892001,0.0000000000000000000000152744434976686
"4","Tau1.1.0","Tau1","4","1","1",698.802042740731,0.000000000000000000000000000333480433918333
"5","Tau2.1.0","Tau2","5","1","1",1267669.4519834,0.000000000000000000000048712912720109
"6","NPQ.1.0","NPQ","6","1","1",0.780624051812036,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000190248033292231
"7","qP.1.0","qP","7","1","1",1.36805232478222,0.0000000000000000000000000000000000000000000000000000000000000032284197607957
"8","ABQ.1.0","ABQ","8","1","1",0,0.0000000000000000000000000000000000000000000000000000306615427202131
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000000000161420988039785
"10","nTau1.1.0","nTau1","10","1","1",1,0.000000000000000000000000000333480433918333
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000000048712912720109
"12","nCon.1.0","nCon","12","1","1",1,0.0000000000000000000000152744434976686
"13","Fm.1.0","Fm","13","1","1",2022.76759307258,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000190248033292231
"14","Fo.1.0","Fo","14","1","1",1284.92361943174,0.0000000000000000000000000000000000000000000000000000000000000032284197607957
"15","Quant.3.0","Quant","1","3","1",0.0454670317641596,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000172496662162954
"16","Sigma.3.0","Sigma","2","3","1",2.82956532783044,0.0000000000000000000000000000010168360584243
"17","Connect.3.0","Connect","3","3","1",0.517772009289949,0.000000000000000709896528617457
"18","Tau1.3.0","Tau1","4","3","1",4421.88468677353,0.0000591406457419928
"19","Tau2.3.0","Tau2","5","3","1",5321288.85544271,0.000000227725705649678
"20","NPQ.3.0","NPQ","6","3","1",0.0814981258761417,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000192860142370085
"21","qP.3.0","qP","7","3","1",0.249677257641956,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000344993324325715
"22","ABQ.3.0","ABQ","8","3","1",0.32312367144125,0.0000000000000000000000000000010168360584243
"23","qm.3.0","qm","9","3","1",0.875354083395264,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000172496662162954
"24","nTau1.3.0","nTau1","10","3","1",6.32780732785312,0.0000591406457419928
"25","nTau2.3.0","nTau2","11","3","1",4.19769431780266,0.000000227725705649678
"26","nCon.3.0","nCon","12","3","1",1.57016984682276,0.000000000000000709896528617457
"27","Fm.3.0","Fm","13","3","1",3330.36973553061,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000192860142370085
"28","Fo.3.0","Fo","14","3","1",3178.94770897885,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000344993324325715
"29","Quant.4.0","Quant","1","4","1",0.0443093697591326,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000982081688749319
"30","Sigma.4.0","Sigma","2","4","1",2.56196688755458,0.00000000000000000000000000000113904196449387
"31","Connect.4.0","Connect","3","4","1",0.525715950924304,0.0000000000000000604804531096382
"32","Tau1.4.0","Tau1","4","4","1",2258.36833850259,0.0000293845933915034
"33","Tau2.4.0","Tau2","5","4","1",4244419.42130481,0.0000000000613111906395123
"34","NPQ.4.0","NPQ","6","4","1",0.105555118315273,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000265146111533466
"35","qP.4.0","qP","7","4","1",0.288295946054632,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000196416337749837
"36","ABQ.4.0","ABQ","8","4","1",0.387137408109718,0.00000000000000000000000000000113904196449387
"37","qm.4.0","qm","9","4","1",0.878527764107115,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000982081688749319
"38","nTau1.4.0","nTau1","10","4","1",3.23177123187159,0.0000293845933915034
"39","nTau2.4.0","nTau2","11","4","1",3.34820675426389,0.0000000000613111906395123
"40","nCon.4.0","nCon","12","4","1",1.59426025224327,0.0000000000000000604804531096382
"41","Fm.4.0","Fm","13","4","1",3257.90054949015,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000265146111533466
"42","Fo.4.0","Fo","14","4","1",3113.54502940431,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000196416337749837
"43","Quant.5.0","Quant","1","5","1",0.047706023738974,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000615496749797167
"44","Sigma.5.0","Sigma","2","5","1",3.08120988482984,0.00000000000000000000000000000991770029575476
"45","Connect.5.0","Connect","3","5","1",0.414328701571506,0.000000000382430114013036
"46","Tau1.5.0","Tau1","4","5","1",2628.97743926254,0.0000000000211114925370428
