"","uni","metric","metrix","stage","col","ASnormalized.t7_aabr6.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.391221298651684,0.00000000000000000000000000000000000000000000000000000000197342412089012
"2","Sigma.1.0","Sigma","2","1","1",4.36209715823444,0.0000000000000000000000000000000000000000000000000645997248802897
"3","Connect.1.0","Connect","3","1","1",0.345062750647763,0.00000000000000000000382285220205168
"4","Tau1.1.0","Tau1","4","1","1",689.651853799377,0.0000000000000000000000000000888457281706717
"5","Tau2.1.0","Tau2","5","1","1",842573.334648598,0.000000000000000000000000000000403182214461049
"6","NPQ.1.0","NPQ","6","1","1",0.82213552062812,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000427201505358412
"7","qP.1.0","qP","7","1","1",1.35884589338659,0.00000000000000000000000000000000000000000000000000000000394684824178025
"8","ABQ.1.0","ABQ","8","1","1",0,0.0000000000000000000000000000000000000000000000000645997248802897
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000197342412089012
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000000888457281706717
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000000000000000403182214461049
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000000000382285220205168
"13","Fm.1.0","Fm","13","1","1",1920.16259547048,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000427201505358412
"14","Fo.1.0","Fo","14","1","1",1168.95409124813,0.00000000000000000000000000000000000000000000000000000000394684824178025
"15","Quant.3.0","Quant","1","3","1",0.0563990571028935,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000634587377056874
"16","Sigma.3.0","Sigma","2","3","1",2.92213178803791,0.0000000000000000000000000000000000268533775289711
"17","Connect.3.0","Connect","3","3","1",0.399230635291736,0.000000000000236949434891583
"18","Tau1.3.0","Tau1","4","3","1",3298.65557903305,0.00000254405236620356
"19","Tau2.3.0","Tau2","5","3","1",8454413.34403879,0.0012955651383344
"20","NPQ.3.0","NPQ","6","3","1",0.130531512071804,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000595344800792932
"21","qP.3.0","qP","7","3","1",0.337411593839677,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000126917475411315
"22","ABQ.3.0","ABQ","8","3","1",0.330108504685246,0.0000000000000000000000000000000000268533775289711
"23","qm.3.0","qm","9","3","1",0.855838479915923,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000634587377056874
"24","nTau1.3.0","nTau1","10","3","1",4.7830736057046,0.00000254405236620356
"25","nTau2.3.0","nTau2","11","3","1",10.0340385772649,0.0012955651383344
"26","nCon.3.0","nCon","12","3","1",1.15697980886748,0.000000000000236949434891583
"27","Fm.3.0","Fm","13","3","1",3094.82436644014,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000595344800792932
"28","Fo.3.0","Fo","14","3","1",2920.27919027386,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000126917475411315
"29","Quant.4.0","Quant","1","4","1",0.0408695169850588,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000862590197472343
"30","Sigma.4.0","Sigma","2","4","1",2.80795898780132,0.00000000000000000000000000000176716873657601
"31","Connect.4.0","Connect","3","4","1",0.439715680014719,0.00000000000555630831972679
"32","Tau1.4.0","Tau1","4","4","1",3573.99189994152,0.00000324877325856621
"33","Tau2.4.0","Tau2","5","4","1",4003819.6023134,0.00000000000795796649021054
"34","NPQ.4.0","NPQ","6","4","1",0.10380151759745,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000840817604620581
"35","qP.4.0","qP","7","4","1",0.267456369827672,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000017251803949446
"36","ABQ.4.0","ABQ","8","4","1",0.35628233715504,0.00000000000000000000000000000176716873657601
"37","qm.4.0","qm","9","4","1",0.895533507184009,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000862590197472343
"38","nTau1.4.0","nTau1","10","4","1",5.18231319215914,0.00000324877325856621
"39","nTau2.4.0","nTau2","11","4","1",4.75189450896072,0.00000000000795796649021054
"40","nCon.4.0","nCon","12","4","1",1.27430642452502,0.00000000000555630831972679
"41","Fm.4.0","Fm","13","4","1",3169.76957796159,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000840817604620581
"42","Fo.4.0","Fo","14","4","1",3040.22262635637,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000017251803949446
"43","Quant.5.0","Quant","1","5","1",0.0398954276907366,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000409335849473662
"44","Sigma.5.0","Sigma","2","5","1",2.8915431519451,0.00000000000000000000000000492700808583201
"45","Connect.5.0","Connect","3","5","1",0.494006071551061,0.00000000000032820326541819
"46","Tau1.5.0","Tau1","4","5","1",2352.96316418332,0.0000000102299917969553
"47","Tau2.5.0","Tau2","5","5","1",5450099.71667627,0.00000000526440854049298
"48","NPQ.5.0","NPQ","6","5","1",0.1356507962635,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000441796581414659
"49","qP.5.0","qP","7","5","1",0.315434380856545,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000818671698947323
"50","ABQ.5.0","ABQ","8","5","1",0.337120873961585,0.00000000000000000000000000492700808583201
"51","qm.5.0","qm","9","5","1",0.898023374933233,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000409335849473662
"52","nTau1.5.0","nTau1","10","5","1",3.41181300567896,0.0000000102299917969553
"53","nTau2.5.0","nTau2","11","5","1",6.46839805219955,0.00000000526440854049298
"54","nCon.5.0","nCon","12","5","1",1.43164126125957,0.00000000000032820326541819
"55","Fm.5.0","Fm","13","5","1",3080.87352388597,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000441796581414659
"56","Fo.5.0","Fo","14","5","1",2957.96075698947,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000818671698947323
"57","Quant.6.0","Quant","1","6","1",0.04727210598888,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000534998255007239
"58","Sigma.6.0","Sigma","2","6","1",3.40913098311221,0.000000000000000000000000000000426685432631936
"59","Connect.6.0","Connect","3","6","1",0.316416810553929,0.000000115327488586338
"60","Tau1.6.0","Tau1","4","6","1",1848.60991655807,0.000000000121863168265093
"61","Tau2.6.0","Tau2","5","6","1",8329411.96669493,0.0000243340849405114
"62","NPQ.6.0","NPQ","6","6","1",0.159057656331952,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000886529270339032
"63","qP.6.0","qP","7","6","1",0.36326134201108,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000106999651001448
"64","ABQ.6.0","ABQ","8","6","1",0.218465142007049,0.000000000000000000000000000000426685432631936
"65","qm.6.0","qm","9","6","1",0.879167861893512,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000534998255007239
"66","nTau1.6.0","nTau1","10","6","1",2.68049727753772,0.000000000121863168265093
"67","nTau2.6.0","nTau2","11","6","1",9.88568190348532,0.0000243340849405114
"68","nCon.6.0","nCon","12","6","1",0.916983389137021,0.000000115327488586338
"69","Fm.6.0","Fm","13","6","1",3018.65610521983,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000886529270339032
"70","Fo.6.0","Fo","14","6","1",2875.9578738699,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000106999651001448
"71","Quant.7.0","Quant","1","7","1",0.0491741740862336,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000724330325363628
"72","Sigma.7.0","Sigma","2","7","1",3.61179702421209,0.00000000000000000000000000360250675301168
"73","Connect.7.0","Connect","3","7","1",0.268456261856825,0.000224013466283815
"74","Tau1.7.0","Tau1","4","7","1",1153.12918337669,0.00000000010727510582846
"75","Tau2.7.0","Tau2","5","7","1",6239263.92630958,0.0000000150870033222908
"76","NPQ.7.0","NPQ","6","7","1",0.186294125848455,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000298929176630189
"77","qP.7.0","qP","7","7","1",0.405044196143934,0.000000000000000000000000000000000000000000000000000000000000000000000000000000144866065072726
"78","ABQ.7.0","ABQ","8","7","1",0.172004452630311,0.00000000000000000000000000360250675301168
"79","qm.7.0","qm","9","7","1",0.874305989332102,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000724330325363628
"80","nTau1.7.0","nTau1","10","7","1",1.67204536176326,0.00000000010727510582846
"81","nTau2.7.0","nTau2","11","7","1",7.40500994956328,0.0000000150870033222908
"82","nCon.7.0","nCon","12","7","1",0.777992586429194,0.000224013466283815
"83","Fm.7.0","Fm","13","7","1",2949.34990771015,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000298929176630189
"84","Fo.7.0","Fo","14","7","1",2804.3180619072,0.000000000000000000000000000000000000000000000000000000000000000000000000000000144866065072726
"85","Quant.8.0","Quant","1","8","1",0.0482977110988102,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000740542621097844
"86","Sigma.8.0","Sigma","2","8","1",3.47739782885787,0.00000000000000000000000000000000648770672658025
"87","Connect.8.0","Connect","3","8","1",0.262397025113301,0.000000914254850340163
"88","Tau1.8.0","Tau1","4","8","1",1592.89294566812,0.000000000000189754672870828
"89","Tau2.8.0","Tau2","5","8","1",9348661.06195832,0.000000102436619298182
"90","NPQ.8.0","NPQ","6","8","1",0.21338009720797,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000941648077341146
"91","qP.8.0","qP","7","8","1",0.440080749814723,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000148108524219569
"92","ABQ.8.0","ABQ","8","8","1",0.202815136225589,0.00000000000000000000000000000000648770672658025
"93","qm.8.0","qm","9","8","1",0.876546314668284,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000740542621097844
"94","nTau1.8.0","nTau1","10","8","1",2.30970588550248,0.000000000000189754672870828
"95","nTau2.8.0","nTau2","11","8","1",11.0953678184668,0.000000102436619298182
"96","nCon.8.0","nCon","12","8","1",0.760432775258183,0.000000914254850340163
"97","Fm.8.0","Fm","13","8","1",2883.51232943336,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000941648077341146
"98","Fo.8.0","Fo","14","8","1",2744.24528399653,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000148108524219569
"99","Quant.9.0","Quant","1","9","1",0.0454362663344078,0.000000000000000000000000000000000000000000000000000000000000000000000000000000198070885221695
"100","Sigma.9.0","Sigma","2","9","1",3.73409734019551,0.00000000000000000000000000130826731544955
"101","Connect.9.0","Connect","3","9","1",0.379240373607806,0.0000000161132731795859
"102","Tau1.9.0","Tau1","4","9","1",1588.71849376156,0.00000000000000150293168248276
"103","Tau2.9.0","Tau2","5","9","1",11842332.4717653,0.000253383443441414
"104","NPQ.9.0","NPQ","6","9","1",0.241744806601968,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000164366961931864
"105","qP.9.0","qP","7","9","1",0.471938933408863,0.00000000000000000000000000000000000000000000000000000000000000000000000000000039614177044339
"106","ABQ.9.0","ABQ","8","9","1",0.143967407248928,0.00000000000000000000000000130826731544955
"107","qm.9.0","qm","9","9","1",0.883860448060981,0.000000000000000000000000000000000000000000000000000000000000000000000000000000198070885221695
"108","nTau1.9.0","nTau1","10","9","1",2.30365290111107,0.00000000000000150293168248276
"109","nTau2.9.0","nTau2","11","9","1",14.0549575743507,0.000253383443441414
"110","nCon.9.0","nCon","12","9","1",1.09904755843939,0.0000000161132731795859
"111","Fm.9.0","Fm","13","9","1",2817.64534225248,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000164366961931864
"112","Fo.9.0","Fo","14","9","1",2689.62205804599,0.00000000000000000000000000000000000000000000000000000000000000000000000000000039614177044339
"113","Quant.10.0","Quant","1","10","1",0.0858198320225965,0.0000000000000000000000000000000000000000000000000000000000000000000000000108939172541577
"114","Sigma.10.0","Sigma","2","10","1",4.69914304557955,0.0000000000000000000000000000000018183905827168
"115","Connect.10.0","Connect","3","10","1",0.293342053125697,0.0000000656090456124927
"116","Tau1.10.0","Tau1","4","10","1",1780.01525457774,0.0000000000000414351460758721
"117","Tau2.10.0","Tau2","5","10","1",5218118.48212363,0.0000197246205976257
"118","NPQ.10.0","NPQ","6","10","1",0.275654112754869,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000763194343358089
"119","qP.10.0","qP","7","10","1",0.578237709118608,0.0000000000000000000000000000000000000000000000000000000000000000000000000217878345083153
"120","ABQ.10.0","ABQ","8","10","1",-0.0772669372365664,0.0000000000000000000000000000000018183905827168
"121","qm.10.0","qm","9","10","1",0.780636094409051,0.0000000000000000000000000000000000000000000000000000000000000000000000000108939172541577
"122","nTau1.10.0","nTau1","10","10","1",2.58103453905244,0.0000000000000414351460758721
"123","nTau2.10.0","nTau2","11","10","1",6.19307337123348,0.0000197246205976257
"124","nCon.10.0","nCon","12","10","1",0.850112197201886,0.0000000656090456124927
"125","Fm.10.0","Fm","13","10","1",2742.74698415884,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000763194343358089
"126","Fo.10.0","Fo","14","10","1",2507.36489869784,0.0000000000000000000000000000000000000000000000000000000000000000000000000217878345083153
"127","Quant.11.0","Quant","1","11","1",0.101027875477417,0.0000000000000000000000000000000000000000000000000000000000000000000000000000633266682040594
"128","Sigma.11.0","Sigma","2","11","1",4.64906669513763,0.0000000000000000000000000000000000000240069351171556
"129","Connect.11.0","Connect","3","11","1",0.258600566779428,0.00000000473532674864387
"130","Tau1.11.0","Tau1","4","11","1",1941.58217126434,0.000000000000000260033397086677
"131","Tau2.11.0","Tau2","5","11","1",4913545.51569287,0.0000122560844722099
"132","NPQ.11.0","NPQ","6","11","1",0.267527706859165,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000450283470845476
"133","qP.11.0","qP","7","11","1",0.593345806818777,0.000000000000000000000000000000000000000000000000000000000000000000000000000126653336408119
"134","ABQ.11.0","ABQ","8","11","1",-0.06578705757653,0.0000000000000000000000000000000000000240069351171556
"135","qm.11.0","qm","9","11","1",0.741762844135525,0.0000000000000000000000000000000000000000000000000000000000000000000000000000633266682040594
"136","nTau1.11.0","nTau1","10","11","1",2.81530769556832,0.000000000000000260033397086677
"137","nTau2.11.0","nTau2","11","11","1",5.83159389650291,0.0000122560844722099
"138","nCon.11.0","nCon","12","11","1",0.749430549353631,0.00000000473532674864387
"139","Fm.11.0","Fm","13","11","1",2760.33135343288,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000450283470845476
"140","Fo.11.0","Fo","14","11","1",2481.46094118185,0.000000000000000000000000000000000000000000000000000000000000000000000000000126653336408119
"141","Quant.12.0","Quant","1","12","1",0.107242733243367,0.00000000000000000000000000000000000000000000000000000000000000000000000000000897743736764513
"142","Sigma.12.0","Sigma","2","12","1",4.78334001383219,0.000000000000000000000000000000000000000435289715179636
"143","Connect.12.0","Connect","3","12","1",0.227213410445259,0.0000000198687480158903
"144","Tau1.12.0","Tau1","4","12","1",1855.17695211126,0.000000000000000161369661545651
"145","Tau2.12.0","Tau2","5","12","1",4948463.26576123,0.000040828628073418
"146","NPQ.12.0","NPQ","6","12","1",0.257248610163262,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000234102224343655
"147","qP.12.0","qP","7","12","1",0.59160031889616,0.0000000000000000000000000000000000000000000000000000000000000000000000000000179548747352903
"148","ABQ.12.0","ABQ","8","12","1",-0.0965688842584722,0.000000000000000000000000000000000000000435289715179636
"149","qm.12.0","qm","9","12","1",0.725877058296746,0.00000000000000000000000000000000000000000000000000000000000000000000000000000897743736764513
"150","nTau1.12.0","nTau1","10","12","1",2.69001952491082,0.000000000000000161369661545651
"151","nTau2.12.0","nTau2","11","12","1",5.87303568991419,0.000040828628073418
"152","nCon.12.0","nCon","12","12","1",0.658469829092611,0.0000000198687480158903
"153","Fm.12.0","Fm","13","12","1",2782.89945385892,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000234102224343655
"154","Fo.12.0","Fo","14","12","1",2484.45371008562,0.0000000000000000000000000000000000000000000000000000000000000000000000000000179548747352903
"155","Quant.13.0","Quant","1","13","1",0.113071097165142,0.0000000000000000000000000000000000000000000000000000000000000000000000000000772792094300397
"156","Sigma.13.0","Sigma","2","13","1",4.79617781677967,0.000000000000000000000000000000000000000235695615620593
"157","Connect.13.0","Connect","3","13","1",0.208332823003351,0.000000172543457556898
"158","Tau1.13.0","Tau1","4","13","1",2002.02452204836,0.000000000000000000149127303331519
"159","Tau2.13.0","Tau2","5","13","1",4829306.409503,0.000000598829300755879
"160","NPQ.13.0","NPQ","6","13","1",0.254224912221508,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174507569147997
"161","qP.13.0","qP","7","13","1",0.597589739777372,0.000000000000000000000000000000000000000000000000000000000000000000000000000154558418860079
"162","ABQ.13.0","ABQ","8","13","1",-0.0995119188773228,0.000000000000000000000000000000000000000235695615620593
"163","qm.13.0","qm","9","13","1",0.71097918862078,0.0000000000000000000000000000000000000000000000000000000000000000000000000000772792094300397
"164","nTau1.13.0","nTau1","10","13","1",2.90294952593684,0.000000000000000000149127303331519
"165","nTau2.13.0","nTau2","11","13","1",5.73161552936766,0.000000598829300755879
"166","nCon.13.0","nCon","12","13","1",0.603753440822754,0.000000172543457556898
"167","Fm.13.0","Fm","13","13","1",2789.6084956494,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174507569147997
"168","Fo.13.0","Fo","14","13","1",2474.18440238512,0.000000000000000000000000000000000000000000000000000000000000000000000000000154558418860079
"169","Quant.14.0","Quant","1","14","1",0.115479967914313,0.000000000000000000000000000000000000000000000000000000000000000000000000000784570592493521
"170","Sigma.14.0","Sigma","2","14","1",4.7270536877727,0.000000000000000000000000000000000000000561773547724039
"171","Connect.14.0","Connect","3","14","1",0.274531475154652,0.000000000107744153201596
"172","Tau1.14.0","Tau1","4","14","1",1972.65100905472,0.000000000000000000164268548876406
"173","Tau2.14.0","Tau2","5","14","1",5551745.96794405,0.000116239416231474
"174","NPQ.14.0","NPQ","6","14","1",0.257295575299254,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000315019401915508
"175","qP.14.0","qP","7","14","1",0.605023675811634,0.00000000000000000000000000000000000000000000000000000000000000000000000000156914118498704
"176","ABQ.14.0","ABQ","8","14","1",-0.0836653830255303,0.000000000000000000000000000000000000000561773547724039
"177","qm.14.0","qm","9","14","1",0.704821878787514,0.000000000000000000000000000000000000000000000000000000000000000000000000000784570592493521
"178","nTau1.14.0","nTau1","10","14","1",2.86035772714471,0.000000000000000000164268548876406
"179","nTau2.14.0","nTau2","11","14","1",6.58903592084296,0.000116239416231474
"180","nCon.14.0","nCon","12","14","1",0.795598698031858,0.000000000107744153201596
"181","Fm.14.0","Fm","13","14","1",2782.7955011736,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000315019401915508
"182","Fo.14.0","Fo","14","14","1",2461.43836598598,0.00000000000000000000000000000000000000000000000000000000000000000000000000156914118498704
"183","Quant.15.0","Quant","1","15","1",0.121266469151927,0.00000000000000000000000000000000000000000000000000000000000000000000000000000517034050233112
"184","Sigma.15.0","Sigma","2","15","1",4.69225625957872,0.00000000000000000000000000000000000000000055354410464812
"185","Connect.15.0","Connect","3","15","1",0.217788876283591,0.00000000284830327582107
"186","Tau1.15.0","Tau1","4","15","1",1920.66801725395,0.0000000000000000000247594531952995
"187","Tau2.15.0","Tau2","5","15","1",4132716.97768162,0.000000478086956315967
"188","NPQ.15.0","NPQ","6","15","1",0.250289291675545,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000033367296252264
"189","qP.15.0","qP","7","15","1",0.606423235071767,0.0000000000000000000000000000000000000000000000000000000000000000000000000000103406810046622
"190","ABQ.15.0","ABQ","8","15","1",-0.0756881585548879,0.00000000000000000000000000000000000000000055354410464812
"191","qm.15.0","qm","9","15","1",0.690031014237049,0.00000000000000000000000000000000000000000000000000000000000000000000000000000517034050233112
"192","nTau1.15.0","nTau1","10","15","1",2.7849820263264,0.0000000000000000000247594531952995
"193","nTau2.15.0","nTau2","11","15","1",4.904875110254,0.000000478086956315967
"194","nCon.15.0","nCon","12","15","1",0.631157306532654,0.00000000284830327582107
"195","Fm.15.0","Fm","13","15","1",2798.38953583247,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000033367296252264
"196","Fo.15.0","Fo","14","15","1",2459.03871751037,0.0000000000000000000000000000000000000000000000000000000000000000000000000000103406810046622
"197","Quant.16.0","Quant","1","16","1",0.0462453560768856,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000157260415275259
"198","Sigma.16.0","Sigma","2","16","1",3.18828910066371,0.000000000000000000000000000000019321586790103
"199","Connect.16.0","Connect","3","16","1",0.470711758741825,0.00000000000000498477820451356
"200","Tau1.16.0","Tau1","4","16","1",1717.35642130856,0.000000000353309708392321
"201","Tau2.16.0","Tau2","5","16","1",12380255.7290644,0.000483162231791283
"202","NPQ.16.0","NPQ","6","16","1",0.209744877094918,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110508474750021
"203","qP.16.0","qP","7","16","1",0.431809258126923,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000314520830550518
