"","uni","metric","metrix","stage","col","ASnormalized.t5_aabr1.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.381084898876669,0.0000000000000000000000000000000000000000000000000000000000000683865659706745
"2","Sigma.1.0","Sigma","2","1","1",4.13652578381425,0.0000000000000000000000000000000000000000000000000000691815502834261
"3","Connect.1.0","Connect","3","1","1",0.321891168431685,0.000000000000000000000128542538117078
"4","Tau1.1.0","Tau1","4","1","1",601.740780453389,0.00000000000000000000000000000563349080507013
"5","Tau2.1.0","Tau2","5","1","1",1031253.70343675,0.0000000000000000000000000000444423946652259
"6","NPQ.1.0","NPQ","6","1","1",0.852996586400282,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000369530110615732
"7","qP.1.0","qP","7","1","1",1.43619079399837,0.000000000000000000000000000000000000000000000000000000000000136773131941349
"8","ABQ.1.0","ABQ","8","1","1",0,0.0000000000000000000000000000000000000000000000000000691815502834261
"9","qm.1.0","qm","9","1","1",0,0.0000000000000000000000000000000000000000000000000000000000000683865659706745
"10","nTau1.1.0","nTau1","10","1","1",1,0.00000000000000000000000000000563349080507013
"11","nTau2.1.0","nTau2","11","1","1",1,0.0000000000000000000000000000444423946652259
"12","nCon.1.0","nCon","12","1","1",1,0.000000000000000000000128542538117078
"13","Fm.1.0","Fm","13","1","1",1751.4374666839,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000369530110615732
"14","Fo.1.0","Fo","14","1","1",1083.99109680386,0.000000000000000000000000000000000000000000000000000000000000136773131941349
"15","Quant.3.0","Quant","1","3","1",0.04250670104247,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000478932551875644
"16","Sigma.3.0","Sigma","2","3","1",3.16484458487212,0.000000000000000000000000000883416432204642
"17","Connect.3.0","Connect","3","3","1",0.484981372622776,0.00000000000479888070257993
"18","Tau1.3.0","Tau1","4","3","1",4749.20596095981,0.00000993453407159307
"19","Tau2.3.0","Tau2","5","3","1",5611380.01492446,0.0000000964565740485724
"20","NPQ.3.0","NPQ","6","3","1",0.0935893590936483,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000117589954768077
"21","qP.3.0","qP","7","3","1",0.268370143414307,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000957865103751277
"22","ABQ.3.0","ABQ","8","3","1",0.234902729905422,0.000000000000000000000000000883416432204642
"23","qm.3.0","qm","9","3","1",0.88845871046644,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000478932551875644
"24","nTau1.3.0","nTau1","10","3","1",7.89244491187961,0.00000993453407159307
"25","nTau2.3.0","nTau2","11","3","1",5.44131865536483,0.0000000964565740485724
"26","nCon.3.0","nCon","12","3","1",1.50666256233651,0.00000000000479888070257993
"27","Fm.3.0","Fm","13","3","1",2967.66571480594,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000117589954768077
"28","Fo.3.0","Fo","14","3","1",2841.5200354727,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000957865103751277
"29","Quant.4.0","Quant","1","4","1",0.0410126155829746,0.000000000000000000000000000000000000000000000000000000000000000000000000000000025389508425256
"30","Sigma.4.0","Sigma","2","4","1",2.7404960225744,0.0000000000000000000000000531624263413324
"31","Connect.4.0","Connect","3","4","1",0.619397708271164,0.000000000000000135294212322824
"32","Tau1.4.0","Tau1","4","4","1",2913.56235543018,0.0000525882753766547
"33","Tau2.4.0","Tau2","5","4","1",4985270.318056,0.000000000340340263320014
"34","NPQ.4.0","NPQ","6","4","1",0.120481714414781,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000116944985373404
"35","qP.4.0","qP","7","4","1",0.310810317249634,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000507790168505004
"36","ABQ.4.0","ABQ","8","4","1",0.337488470808608,0.0000000000000000000000000531624263413324
"37","qm.4.0","qm","9","4","1",0.892379320975803,0.000000000000000000000000000000000000000000000000000000000000000000000000000000025389508425256
"38","nTau1.4.0","nTau1","10","4","1",4.84188948143904,0.0000525882753766547
