"","uni","metric","metrix","stage","col","ASnormalized.aabr1.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.350981480329132,0.000000000000000000000000000000000000000000000000000000000000000774214689477797
"2","Sigma.1.0","Sigma","2","1","1",3.87008989115686,0.000000000000000000000000000000000000000000000000000188748538937051
"3","Connect.1.0","Connect","3","1","1",0.358810998552917,0.000000000000000000000000536907171188376
"4","Tau1.1.0","Tau1","4","1","1",755.093368663361,0.0000000000000000000000000000418582295416858
"5","Tau2.1.0","Tau2","5","1","1",1351839.08889357,0.0000000000000000000000617262544126295
"6","NPQ.1.0","NPQ","6","1","1",0.63253363108183,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000740242717928519
"7","qP.1.0","qP","7","1","1",1.38996627866144,0.00000000000000000000000000000000000000000000000000000000000000154842937895559
"8","ABQ.1.0","ABQ","8","1","1",0,0.000000000000000000000000000000000000000000000000000188748538937051
"9","qm.1.0","qm","9","1","1",0,0.000000000000000000000000000000000000000000000000000000000000000774214689477797
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000000418582295416858
"11","nTau2.1.0","nTau2","11","1","1",1,0.0000000000000000000000617262544126295
"12","nCon.1.0","nCon","12","1","1",1,0.000000000000000000000000536907171188376
"13","Fm.1.0","Fm","13","1","1",1879.7114487799,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000740242717928519
"14","Fo.1.0","Fo","14","1","1",1219.96754189552,0.00000000000000000000000000000000000000000000000000000000000000154842937895559
"15","Quant.3.0","Quant","1","3","1",0.0591327183067064,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000111843219110978
"16","Sigma.3.0","Sigma","2","3","1",2.74684912850308,0.00000000000000000000000000000000586574257579573
"17","Connect.3.0","Connect","3","3","1",0.458694177701186,0.0000000000000693244510713968
"18","Tau1.3.0","Tau1","4","3","1",2228.31230310487,0.00000000100938331783721
"19","Tau2.3.0","Tau2","5","3","1",6590366.25481826,0.00000226866041671418
"20","NPQ.3.0","NPQ","6","3","1",0.0713974701365,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444205906139312
"21","qP.3.0","qP","7","3","1",0.281090204996027,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000223686438217515
"22","ABQ.3.0","ABQ","8","3","1",0.290236349605312,0.00000000000000000000000000000000586574257579573
"23","qm.3.0","qm","9","3","1",0.83152182772933,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000111843219110978
"24","nTau1.3.0","nTau1","10","3","1",2.95104207715312,0.00000000100938331783721
"25","nTau2.3.0","nTau2","11","3","1",4.87511147514771,0.00000226866041671418
"26","nCon.3.0","nCon","12","3","1",1.27837267963105,0.0000000000000693244510713968
"27","Fm.3.0","Fm","13","3","1",2864.19582124996,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444205906139312
"28","Fo.3.0","Fo","14","3","1",2694.82813657674,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000223686438217515
"29","Quant.4.0","Quant","1","4","1",0.0438932289460371,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107678864904529
"30","Sigma.4.0","Sigma","2","4","1",2.34405563888282,0.00000000000000000000000000000000000705811548164867
"31","Connect.4.0","Connect","3","4","1",0.58567887276477,0.00000000000000000000132927928680646
