"","uni","metric","metrix","stage","col","ASnormalized.t1_aglo7.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.373055602388582,0.000000000000000000000000000000000000000000000000000000000892747971948575
"2","Sigma.1.0","Sigma","2","1","1",4.72090564219739,0.000000000000000000000000000000000000000000000000726328920247151
"3","Connect.1.0","Connect","3","1","1",0.3106047006835,0.00000000000000000424038041369822
"4","Tau1.1.0","Tau1","4","1","1",655.313098274231,0.0000000000000000000000000000139245445527476
"5","Tau2.1.0","Tau2","5","1","1",910442.000851544,0.00000000000000000000000000000000386255902583519
"6","NPQ.1.0","NPQ","6","1","1",0.764363239271023,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000104396353109822
"7","qP.1.0","qP","7","1","1",1.4111632476079,0.00000000000000000000000000000000000000000000000000000000178549594389715
"8","ABQ.1.0","ABQ","8","1","1",0,0.000000000000000000000000000000000000000000000000726328920247151
"9","qm.1.0","qm","9","1","1",0,0.000000000000000000000000000000000000000000000000000000000892747971948575
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000000139245445527476
"11","nTau2.1.0","nTau2","11","1","1",1,0.00000000000000000000000000000000386255902583519
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000000424038041369822
"13","Fm.1.0","Fm","13","1","1",1789.1470553546,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000104396353109822
"14","Fo.1.0","Fo","14","1","1",1121.69572285753,0.00000000000000000000000000000000000000000000000000000000178549594389715
"15","Quant.3.0","Quant","1","3","1",0.041098011983097,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000958820440528375
"16","Sigma.3.0","Sigma","2","3","1",3.1693565281859,0.000000000000000000000000000140075005500842
"17","Connect.3.0","Connect","3","3","1",0.454957854245752,0.00000000000660575203314099
"18","Tau1.3.0","Tau1","4","3","1",9672.45040929354,0.0000289550766001491
"19","Tau2.3.0","Tau2","5","3","1",7274020.57889109,0.000048608009348177
"20","NPQ.3.0","NPQ","6","3","1",0.0922911368675751,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000286287447460768
"21","qP.3.0","qP","7","3","1",0.267317217091296,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000191764088105675
"22","ABQ.3.0","ABQ","8","3","1",0.328654972500003,0.000000000000000000000000000140075005500842
"23","qm.3.0","qm","9","3","1",0.889834084463665,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000958820440528375
"24","nTau1.3.0","nTau1","10","3","1",14.7600443738512,0.0000289550766001491
"25","nTau2.3.0","nTau2","11","3","1",7.98954856222323,0.000048608009348177
"26","nCon.3.0","nCon","12","3","1",1.46474877310162,0.00000000000660575203314099
"27","Fm.3.0","Fm","13","3","1",2889.9852681862,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000286287447460768
"28","Fo.3.0","Fo","14","3","1",2771.21261900331,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000191764088105675
"29","Quant.4.0","Quant","1","4","1",0.0385409598041813,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000706900756296336
"30","Sigma.4.0","Sigma","2","4","1",2.99817962595071,0.000000000000000000000000177411127433582
"31","Connect.4.0","Connect","3","4","1",0.37815797668911,0.000000513294157041304
"32","Tau1.4.0","Tau1","4","4","1",2111.39220855591,0.000171072045415142
"33","Tau2.4.0","Tau2","5","4","1",4240650.49016993,0.00000000778287796515943
"34","NPQ.4.0","NPQ","6","4","1",0.131543015784514,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000125517841746675
"35","qP.4.0","qP","7","4","1",0.329031267015218,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000141380151259267
"36","ABQ.4.0","ABQ","8","4","1",0.364914308146354,0.000000000000000000000000177411127433582
"37","qm.4.0","qm","9","4","1",0.896688430471455,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000706900756296336
"38","nTau1.4.0","nTau1","10","4","1",3.22195941774439,0.000171072045415142
"39","nTau2.4.0","nTau2","11","4","1",4.65779312268504,0.00000000778287796515943
"40","nCon.4.0","nCon","12","4","1",1.21748954815222,0.000000513294157041304
"41","Fm.4.0","Fm","13","4","1",2789.7351228217,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000125517841746675
"42","Fo.4.0","Fo","14","4","1",2682.21605358872,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000141380151259267
"43","Quant.5.0","Quant","1","5","1",0.0395946952809064,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000687483602197489
"44","Sigma.5.0","Sigma","2","5","1",3.73891303430999,0.0000000000000000000000135187147430759
"45","Connect.5.0","Connect","3","5","1",0.413053765796617,0.00000145004492915737
"46","Tau1.5.0","Tau1","4","5","1",2862.62999886682,0.00000239914075298414
"47","Tau2.5.0","Tau2","5","5","1",6782932.08088094,0.00000410493849890433
"48","NPQ.5.0","NPQ","6","5","1",0.147305384621726,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000206297743078556
"49","qP.5.0","qP","7","5","1",0.356595037246965,0.000000000000000000000000000000000000000000000000000000000000000000000000000000137496720439498
"50","ABQ.5.0","ABQ","8","5","1",0.20800936987809,0.0000000000000000000000135187147430759
"51","qm.5.0","qm","9","5","1",0.893863823442427,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000687483602197489
"52","nTau1.5.0","nTau1","10","5","1",4.36833935779029,0.00000239914075298414
"53","nTau2.5.0","nTau2","11","5","1",7.45015286480282,0.00000410493849890433
"54","nCon.5.0","nCon","12","5","1",1.32983745863367,0.00000145004492915737
"55","Fm.5.0","Fm","13","5","1",2751.40807010022,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000206297743078556
"56","Fo.5.0","Fo","14","5","1",2642.46690597117,0.000000000000000000000000000000000000000000000000000000000000000000000000000000137496720439498
"57","Quant.6.0","Quant","1","6","1",0.037196285350986,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000166901652411526
"58","Sigma.6.0","Sigma","2","6","1",3.73780333507082,0.00000000000000000000000725644671017574
"59","Connect.6.0","Connect","3","6","1",0.307746671656445,0.000232208934971212
"60","Tau1.6.0","Tau1","4","6","1",2718.82560781432,0.0000000825265149477423
"61","Tau2.6.0","Tau2","5","6","1",12618297.1579019,0.000224853915388959
"62","NPQ.6.0","NPQ","6","6","1",0.196914908906941,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025924202462915
