"","uni","metric","metrix","stage","col","ASnormalized.t7_aglo8.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.3808286733417,0.0000000000000000000000000000000000000000000000000000000112248957068678
"2","Sigma.1.0","Sigma","2","1","1",4.22445831033707,0.00000000000000000000000000000000000000000000000262050045585137
"3","Connect.1.0","Connect","3","1","1",0.343423282367848,0.0000000000000000000683159547388899
"4","Tau1.1.0","Tau1","4","1","1",701.329725668361,0.000000000000000000000000000043759059405625
"5","Tau2.1.0","Tau2","5","1","1",979397.900945305,0.000000000000000000000000000438334205070882
"6","NPQ.1.0","NPQ","6","1","1",0.819876567202835,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000071307758732984
"7","qP.1.0","qP","7","1","1",1.61114636455531,0.0000000000000000000000000000000000000000000000000000000224497914137357
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000000262050045585137
"9","qm.1.0","qm","9","1","1",0,0.0000000000000000000000000000000000000000000000000000000112248957068678
"10","nTau1.1.0","nTau1","10","1","1",1,0.000000000000000000000000000043759059405625
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000000000000438334205070882
"12","nCon.1.0","nCon","12","1","1",1,0.0000000000000000000683159547388899
"13","Fm.1.0","Fm","13","1","1",1804.0517844975,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000071307758732984
"14","Fo.1.0","Fo","14","1","1",1117.01713676759,0.0000000000000000000000000000000000000000000000000000000224497914137357
"15","Quant.3.0","Quant","1","3","1",0.057589494790537,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000806829382991411
"16","Sigma.3.0","Sigma","2","3","1",2.92429129396959,0.0000000000000000000000000000024415141388527
"17","Connect.3.0","Connect","3","3","1",0.401421432014043,0.000000000987523299576576
"18","Tau1.3.0","Tau1","4","3","1",2678.37506574471,0.000000216287733526606
"19","Tau2.3.0","Tau2","5","3","1",6403359.82492036,0.00000354415126740075
"20","NPQ.3.0","NPQ","6","3","1",0.115669922208562,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000170095711702609
"21","qP.3.0","qP","7","3","1",0.379229092147202,0.000000000000000000000000000000000000000000000000000000000000000000000000000000161365876598112
"22","ABQ.3.0","ABQ","8","3","1",0.307771297727339,0.0000000000000000000000000000024415141388527
"23","qm.3.0","qm","9","3","1",0.848778469632552,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000806829382991411
"24","nTau1.3.0","nTau1","10","3","1",3.81899549914591,0.000000216287733526606
"25","nTau2.3.0","nTau2","11","3","1",6.5380575338582,0.00000354415126740075
"26","nCon.3.0","nCon","12","3","1",1.16888240437954,0.000000000987523299576576
"27","Fm.3.0","Fm","13","3","1",2942.7624634069,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000170095711702609
"28","Fo.3.0","Fo","14","3","1",2773.29025985074,0.000000000000000000000000000000000000000000000000000000000000000000000000000000161365876598112
"29","Quant.4.0","Quant","1","4","1",0.0423247323133625,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000821812496504187
"30","Sigma.4.0","Sigma","2","4","1",2.8268003938984,0.0000000000000000000000000000000000131862425137912
"31","Connect.4.0","Connect","3","4","1",0.442999230221459,0.000000000000000705909225947639
"32","Tau1.4.0","Tau1","4","4","1",4913.5464109755,0.0000000554848749141949
"33","Tau2.4.0","Tau2","5","4","1",4936825.8790399,0.0000000162991120024129
