"","uni","metric","metrix","stage","col","ASnormalized.occ2_aglo14.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.386938104812985,0.000000000000000000000000000000000000000000000000000000108768805109507
"2","Sigma.1.0","Sigma","2","1","1",4.41292734613029,0.00000000000000000000000000000000000000000000000880001517356641
"3","Connect.1.0","Connect","3","1","1",0.308968046670116,0.000000000000000033914353834293
"4","Tau1.1.0","Tau1","4","1","1",625.220358975701,0.0000000000000000000000000000538743687002767
"5","Tau2.1.0","Tau2","5","1","1",1016286.68349679,0.0000000000000000000000000493502986520446
"6","NPQ.1.0","NPQ","6","1","1",0.744803051498686,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000116146197209398
"7","qP.1.0","qP","7","1","1",1.18676945517534,0.000000000000000000000000000000000000000000000000000000217537610219013
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000000880001517356641
"9","qm.1.0","qm","9","1","1",0,0.000000000000000000000000000000000000000000000000000000108768805109507
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000000538743687002767
"11","nTau2.1.0","nTau2","11","1","1",1,0.0000000000000000000000000493502986520446
"12","nCon.1.0","nCon","12","1","1",1,0.000000000000000033914353834293
"13","Fm.1.0","Fm","13","1","1",1831.32551848565,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000116146197209398
"14","Fo.1.0","Fo","14","1","1",1122.71589306716,0.000000000000000000000000000000000000000000000000000000217537610219013
"15","Quant.3.0","Quant","1","3","1",0.0666206724174429,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000734617159004287
"16","Sigma.3.0","Sigma","2","3","1",3.28917851620054,0.00000000000000000000000000000000000250910547116739
"17","Connect.3.0","Connect","3","3","1",0.313776431281215,0.000000000152535658125368
"18","Tau1.3.0","Tau1","4","3","1",1343.2544698078,0.0000000277311674380161
"19","Tau2.3.0","Tau2","5","3","1",4064163.88289527,0.0000000000254216409730345
"20","NPQ.3.0","NPQ","6","3","1",0.109695335148145,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000863356418022277
"21","qP.3.0","qP","7","3","1",0.290705765763865,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000146923431800857
"22","ABQ.3.0","ABQ","8","3","1",0.254649293266784,0.00000000000000000000000000000000000250910547116739
"23","qm.3.0","qm","9","3","1",0.827826022847654,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000734617159004287
"24","nTau1.3.0","nTau1","10","3","1",2.148449663425,0.0000000277311674380161
"25","nTau2.3.0","nTau2","11","3","1",3.99903289976358,0.0000000000254216409730345
"26","nCon.3.0","nCon","12","3","1",1.01556272456948,0.000000000152535658125368
"27","Fm.3.0","Fm","13","3","1",2879.44109678951,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000863356418022277
"28","Fo.3.0","Fo","14","3","1",2687.61079473497,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000146923431800857
"29","Quant.4.0","Quant","1","4","1",0.0507828496459886,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000018449197511267
"30","Sigma.4.0","Sigma","2","4","1",2.97834800341373,0.00000000000000000000000000000309547113175037
"31","Connect.4.0","Connect","3","4","1",0.359284971712202,0.00000000882023663164993
"32","Tau1.4.0","Tau1","4","4","1",2325.83679734309,0.000000247177070517927
"33","Tau2.4.0","Tau2","5","4","1",3503501.96070574,0.00000000000000344460297054124
"34","NPQ.4.0","NPQ","6","4","1",0.0980985878381783,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000290084922634665
"35","qP.4.0","qP","7","4","1",0.248064651481504,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000368983950225339
"36","ABQ.4.0","ABQ","8","4","1",0.325085647280041,0.00000000000000000000000000000309547113175037
"37","qm.4.0","qm","9","4","1",0.868757175852368,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000018449197511267
"38","nTau1.4.0","nTau1","10","4","1",3.72002728950399,0.000000247177070517927
"39","nTau2.4.0","nTau2","11","4","1",3.44735596519977,0.00000000000000344460297054124
"40","nCon.4.0","nCon","12","4","1",1.16285478574362,0.00000000882023663164993
"41","Fm.4.0","Fm","13","4","1",2909.85016129722,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000290084922634665
