"","uni","metric","metrix","stage","col","ASnormalized.occ2_aglo13.005r","pval"
"438","Tau1.7.1","Tau1","4","7","2",1289.81079778482,0.0000000000188966208101399
"439","Tau2.7.1","Tau2","5","7","2",11751211.4096559,0.00000945238027331511
"440","NPQ.7.1","NPQ","6","7","2",0.179295404672904,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000261220412998709
"441","qP.7.1","qP","7","7","2",0.422007197665498,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000410731816376
"442","ABQ.7.1","ABQ","8","7","2",0.104264316843006,0.00000000000000000000000000659794845734702
"443","qm.7.1","qm","9","7","2",0.891474497420173,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000205365908188
"444","nTau1.7.1","nTau1","10","7","2",1.94058757828217,0.0000000000188966208101399
"445","nTau2.7.1","nTau2","11","7","2",15.5803325353475,0.00000945238027331511
"446","nCon.7.1","nCon","12","7","2",0.775651039494473,0.00122355156581692
"447","Fm.7.1","Fm","13","7","2",3047.01998534738,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000261220412998709
"448","Fo.7.1","Fo","14","7","2",2928.70814558633,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000410731816376
"449","Quant.8.1","Quant","1","8","2",0.0430481398774128,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000125897322965137
"450","Sigma.8.1","Sigma","2","8","2",3.78188123957548,0.0000000000000000000000000000591881173303023
"451","Connect.8.1","Connect","3","8","2",0.320799468678295,0.00000422671354109789
"452","Tau1.8.1","Tau1","4","8","2",1664.48721200733,0.0000000000150233400360809
"453","Tau2.8.1","Tau2","5","8","2",11557294.2805311,0.0000176443211084764
"454","NPQ.8.1","NPQ","6","8","2",0.201694946827436,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102983992737564
"455","qP.8.1","qP","7","8","2",0.464681081254244,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000251794645930274
"456","ABQ.8.1","ABQ","8","8","2",0.208606413530659,0.0000000000000000000000000000591881173303023
"457","qm.8.1","qm","9","8","2",0.879681255651124,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000125897322965137
"458","nTau1.8.1","nTau1","10","8","2",2.50430777396067,0.0000000000150233400360809
"459","nTau2.8.1","nTau2","11","8","2",15.3232276930688,0.0000176443211084764
"460","nCon.8.1","nCon","12","8","2",1.01757941236887,0.00000422671354109789
"461","Fm.8.1","Fm","13","8","2",2990.22366379533,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102983992737564
"462","Fo.8.1","Fo","14","8","2",2861.50009725152,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000251794645930274
"463","Quant.9.1","Quant","1","9","2",0.0410149601129232,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000800732266573565
"464","Sigma.9.1","Sigma","2","9","2",3.90807227360355,0.00000000000000000000000000963558708304351
"465","Connect.9.1","Connect","3","9","2",0.266820344529861,0.000161616485235616
"466","Tau1.9.1","Tau1","4","9","2",1520.54700908839,0.0000000000662591244224827
"467","Tau2.9.1","Tau2","5","9","2",14050718.91562,0.00692117437804594
"468","NPQ.9.1","NPQ","6","9","2",0.220867317534462,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000265106342589464
"469","qP.9.1","qP","7","9","2",0.489414052057683,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000160146453314713
"470","ABQ.9.1","ABQ","8","9","2",0.1821997739052,0.00000000000000000000000000963558708304351
"471","qm.9.1","qm","9","9","2",0.885363954996451,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000800732266573565
"472","nTau1.9.1","nTau1","10","9","2",2.28774223560447,0.0000000000662591244224827
"473","nTau2.9.1","nTau2","11","9","2",18.6291323876768,0.00692117437804594
"474","nCon.9.1","nCon","12","9","2",0.84635704202812,0.000161616485235616
"475","Fm.9.1","Fm","13","9","2",2943.26550891984,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000265106342589464
"476","Fo.9.1","Fo","14","9","2",2822.54759146975,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000160146453314713
"477","Quant.10.1","Quant","1","10","2",0.0803697933088401,0.0000000000000000000000000000000000000000000000000000000000000000000000000000200483456199784
"478","Sigma.10.1","Sigma","2","10","2",4.99358833235791,0.000000000000000000000000000000000143078256230757
"479","Connect.10.1","Connect","3","10","2",0.197109833492592,0.0000786516733974424
"480","Tau1.10.1","Tau1","4","10","2",1649.18881954611,0.0000000000000000529058144189658
"481","Tau2.10.1","Tau2","5","10","2",4319664.83532779,0.00000000416107949425373
"482","NPQ.10.1","NPQ","6","10","2",0.242190054784169,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306330120806471
"483","qP.10.1","qP","7","10","2",0.592462751455515,0.0000000000000000000000000000000000000000000000000000000000000000000000000000400966912399567
"484","ABQ.10.1","ABQ","8","10","2",-0.0449544894063858,0.000000000000000000000000000000000143078256230757
"485","qm.10.1","qm","9","10","2",0.77536793361954,0.0000000000000000000000000000000000000000000000000000000000000000000000000000200483456199784
"486","nTau1.10.1","nTau1","10","10","2",2.48129054505477,0.0000000000000000529058144189658
"487","nTau2.10.1","nTau2","11","10","2",5.72722353717103,0.00000000416107949425373
"488","nCon.10.1","nCon","12","10","2",0.625234540954486,0.0000786516733974424
"489","Fm.10.1","Fm","13","10","2",2892.74306522363,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306330120806471
"490","Fo.10.1","Fo","14","10","2",2660.25390297603,0.0000000000000000000000000000000000000000000000000000000000000000000000000000400966912399567
"491","Quant.11.1","Quant","1","11","2",0.0880216711885399,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000079939949874968
"492","Sigma.11.1","Sigma","2","11","2",4.76943456271862,0.000000000000000000000000000000000000000618915308165093
"493","Connect.11.1","Connect","3","11","2",0.226164243738413,0.000000021525098657061
"494","Tau1.11.1","Tau1","4","11","2",1723.40465591684,0.0000000000000000021744629053017
"495","Tau2.11.1","Tau2","5","11","2",4114030.1326169,0.000000007714186726871
"496","NPQ.11.1","NPQ","6","11","2",0.234831089710652,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000619714610581966
"497","qP.11.1","qP","7","11","2",0.596534742754938,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000159879899749936
"498","ABQ.11.1","ABQ","8","11","2",0.00195175762726452,0.000000000000000000000000000000000000000618915308165093
"499","qm.11.1","qm","9","11","2",0.753981078321769,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000079939949874968
"500","nTau1.11.1","nTau1","10","11","2",2.59295213946862,0.0000000000000000021744629053017
"501","nTau2.11.1","nTau2","11","11","2",5.45458296103346,0.000000007714186726871
"502","nCon.11.1","nCon","12","11","2",0.717395447038515,0.000000021525098657061
"503","Fm.11.1","Fm","13","11","2",2909.98234220736,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000619714610581966
"504","Fo.11.1","Fo","14","11","2",2653.84083331712,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000159879899749936
"505","Quant.12.1","Quant","1","12","2",0.0960736079229778,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000329704396335236
"506","Sigma.12.1","Sigma","2","12","2",5.17418373021446,0.0000000000000000000000000000000000000000351891356465997
"507","Connect.12.1","Connect","3","12","2",0.249265872495058,0.000000000298570548317321
"508","Tau1.12.1","Tau1","4","12","2",2006.1040736242,0.00000000000000000000469781097673311
"509","Tau2.12.1","Tau2","5","12","2",4814083.77148968,0.00000012050953473349
"510","NPQ.12.1","NPQ","6","12","2",0.220475782496994,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000260424309669412
"511","qP.12.1","qP","7","12","2",0.591767497887103,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000659408792670472
"512","ABQ.12.1","ABQ","8","12","2",-0.0827457447514632,0.0000000000000000000000000000000000000000351891356465997
"513","qm.12.1","qm","9","12","2",0.731476066021052,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000329704396335236
"514","nTau1.12.1","nTau1","10","12","2",3.01828814947311,0.00000000000000000000469781097673311
"515","nTau2.12.1","nTau2","11","12","2",6.38274841615033,0.00000012050953473349
"516","nCon.12.1","nCon","12","12","2",0.790674065334869,0.000000000298570548317321
"517","Fm.12.1","Fm","13","12","2",2944.2097239447,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000260424309669412
"518","Fo.12.1","Fo","14","12","2",2661.34887328342,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000659408792670472
"519","Quant.13.1","Quant","1","13","2",0.09979500776412,0.00000000000000000000000000000000000000000000000000000000000000000000000000000228852622961818
"520","Sigma.13.1","Sigma","2","13","2",4.88187873115309,0.000000000000000000000000000000000000000480702839234299
"521","Connect.13.1","Connect","3","13","2",0.27269679433737,0.0000000000875173386605068
"522","Tau1.13.1","Tau1","4","13","2",1761.54812665995,0.000000000000000000322550978680721
"523","Tau2.13.1","Tau2","5","13","2",3335963.71286126,0.000000000187793482093178
"524","NPQ.13.1","NPQ","6","13","2",0.215397454141123,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000906450489813859
"525","qP.13.1","qP","7","13","2",0.591692811753044,0.00000000000000000000000000000000000000000000000000000000000000000000000000000457705245923636
"526","ABQ.13.1","ABQ","8","13","2",-0.0215782233789354,0.000000000000000000000000000000000000000480702839234299
"527","qm.13.1","qm","9","13","2",0.721074823194268,0.00000000000000000000000000000000000000000000000000000000000000000000000000000228852622961818
"528","nTau1.13.1","nTau1","10","13","2",2.65034097947816,0.000000000000000000322550978680721
"529","nTau2.13.1","nTau2","11","13","2",4.42298433415324,0.000000000187793482093178
"530","nCon.13.1","nCon","12","13","2",0.86499720488929,0.0000000000875173386605068
"531","Fm.13.1","Fm","13","13","2",2956.51159579394,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000906450489813859
"532","Fo.13.1","Fo","14","13","2",2661.46649813697,0.00000000000000000000000000000000000000000000000000000000000000000000000000000457705245923636
"533","Quant.14.1","Quant","1","14","2",0.103508198026325,0.0000000000000000000000000000000000000000000000000000000000000000000000000117468278940047
"534","Sigma.14.1","Sigma","2","14","2",5.07784730287876,0.000000000000000000000000000000000000278161284532056
"535","Connect.14.1","Connect","3","14","2",0.217331216696269,0.00000224080655192535
"536","Tau1.14.1","Tau1","4","14","2",1727.41497405579,0.00000000000000000816420996807283
"537","Tau2.14.1","Tau2","5","14","2",3724058.99308273,0.000000166122442281264
"538","NPQ.14.1","NPQ","6","14","2",0.206428854160031,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111652976391081
"539","qP.14.1","qP","7","14","2",0.586152437856221,0.0000000000000000000000000000000000000000000000000000000000000000000000000234936557880094
"540","ABQ.14.1","ABQ","8","14","2",-0.0625864573737873,0.000000000000000000000000000000000000278161284532056
"541","qm.14.1","qm","9","14","2",0.710696525986789,0.0000000000000000000000000000000000000000000000000000000000000000000000000117468278940047
"542","nTau1.14.1","nTau1","10","14","2",2.59898587215156,0.00000000000000000816420996807283
"543","nTau2.14.1","nTau2","11","14","2",4.9375400944454,0.000000166122442281264
"544","nCon.14.1","nCon","12","14","2",0.68937698895311,0.00000224080655192535
"545","Fm.14.1","Fm","13","14","2",2978.49032230625,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111652976391081
"546","Fo.14.1","Fo","14","14","2",2670.19215620548,0.0000000000000000000000000000000000000000000000000000000000000000000000000234936557880094
"547","Quant.15.1","Quant","1","15","2",0.105908012562349,0.0000000000000000000000000000000000000000000000000000000000000000000000000000631708221275049
"548","Sigma.15.1","Sigma","2","15","2",4.93788610868506,0.00000000000000000000000000000000000000143600220980866
"549","Connect.15.1","Connect","3","15","2",0.226877339260106,0.0000000479882518918053
"550","Tau1.15.1","Tau1","4","15","2",1958.66013262882,0.000000000000000000012496006555616
"551","Tau2.15.1","Tau2","5","15","2",4191000.39595322,0.0000000235873925380193
"552","NPQ.15.1","NPQ","6","15","2",0.202426523925831,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000131178101068234
"553","qP.15.1","qP","7","15","2",0.585062709588399,0.00000000000000000000000000000000000000000000000000000000000000000000000000012634164425501
"554","ABQ.15.1","ABQ","8","15","2",-0.033298284524679,0.00000000000000000000000000000000000000143600220980866
"555","qm.15.1","qm","9","15","2",0.703989089324789,0.0000000000000000000000000000000000000000000000000000000000000000000000000000631708221275049
"556","nTau1.15.1","nTau1","10","15","2",2.9469062671703,0.000000000000000000012496006555616
"557","nTau2.15.1","nTau2","11","15","2",5.55663391189353,0.0000000235873925380193
"558","nCon.15.1","nCon","12","15","2",0.719657393808304,0.0000000479882518918053
"559","Fm.15.1","Fm","13","15","2",2988.40435998925,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000131178101068234
"560","Fo.15.1","Fo","14","15","2",2671.90839349013,0.00000000000000000000000000000000000000000000000000000000000000000000000000012634164425501
"561","Quant.16.1","Quant","1","16","2",0.0395050979633865,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000549748216104963
"562","Sigma.16.1","Sigma","2","16","2",3.48244054403616,0.0000000000000000000000915058912681954
"563","Connect.16.1","Connect","3","16","2",0.161265323927287,0.100427480045836
"564","Tau1.16.1","Tau1","4","16","2",1786.72355676785,0.0000000000667986249373459
"565","Tau2.16.1","Tau2","5","16","2",13399722.6413041,0.00297904065967007
"566","NPQ.16.1","NPQ","6","16","2",0.141647077348304,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000169522118486353
"567","qP.16.1","qP","7","16","2",0.362034932580974,0.000000000000000000000000000000000000000000000000000000000000000000000000000000109949643220993
"568","ABQ.16.1","ABQ","8","16","2",0.271267145310892,0.0000000000000000000000915058912681954
"569","qm.16.1","qm","9","16","2",0.889583991413576,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000549748216104963
"570","nTau1.16.1","nTau1","10","16","2",2.68821872637654,0.0000000000667986249373459
"571","nTau2.16.1","nTau2","11","16","2",17.7660095929681,0.00297904065967007
"572","nCon.16.1","nCon","12","16","2",0.511535365795655,0.100427480045836
"573","Fm.16.1","Fm","13","16","2",3147.50218168375,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000169522118486353
"574","Fo.16.1","Fo","14","16","2",3023.15979965636,0.000000000000000000000000000000000000000000000000000000000000000000000000000000109949643220993
"575","Quant.17.1","Quant","1","17","2",0.0356739600386433,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000100226449679121
"576","Sigma.17.1","Sigma","2","17","2",3.46025014002023,0.0000000000000000000000000000569937253156949
"577","Connect.17.1","Connect","3","17","2",0.241512873568052,0.000124112955758682
"578","Tau1.17.1","Tau1","4","17","2",1589.01404100935,0.000000002321132778218
"579","Tau2.17.1","Tau2","5","17","2",9717557.7356329,0.0000825106054104991
"580","NPQ.17.1","NPQ","6","17","2",0.174507419594835,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000128372713318873
"581","qP.17.1","qP","7","17","2",0.408298013455409,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000200452899358242
"582","ABQ.17.1","ABQ","8","17","2",0.275910692346583,0.0000000000000000000000000000569937253156949
"583","qm.17.1","qm","9","17","2",0.900291950127823,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000100226449679121
"584","nTau1.17.1","nTau1","10","17","2",2.39075445405997,0.000000002321132778218
"585","nTau2.17.1","nTau2","11","17","2",12.8840147347015,0.0000825106054104991
"586","nCon.17.1","nCon","12","17","2",0.766081468206378,0.000124112955758682
"587","Fm.17.1","Fm","13","17","2",3059.44143622885,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000128372713318873
"588","Fo.17.1","Fo","14","17","2",2950.29904469225,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000200452899358242
"589","Quant.18.1","Quant","1","18","2",0.0373800031787345,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000024351753365261
"590","Sigma.18.1","Sigma","2","18","2",3.68552078819959,0.000000000000000000000000257175267738555
"591","Connect.18.1","Connect","3","18","2",0.392641006674562,0.00000112336748134085
"592","Tau1.18.1","Tau1","4","18","2",1741.45725899573,0.0000000000124953307753849
"593","Tau2.18.1","Tau2","5","18","2",11792162.3293725,0.0000788854944340647
"594","NPQ.18.1","NPQ","6","18","2",0.196891994461305,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000322682636866019
"595","qP.18.1","qP","7","18","2",0.446585082219797,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000487035067305219
"596","ABQ.18.1","ABQ","8","18","2",0.228770728160677,0.000000000000000000000000257175267738555
"597","qm.18.1","qm","9","18","2",0.895523591518012,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000024351753365261
"598","nTau1.18.1","nTau1","10","18","2",2.62011322181552,0.0000000000124953307753849
"599","nTau2.18.1","nTau2","11","18","2",15.6346272735299,0.0000788854944340647
"600","nCon.18.1","nCon","12","18","2",1.24546155419133,0.00000112336748134085
"601","Fm.18.1","Fm","13","18","2",3002.22299363273,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000322682636866019
"602","Fo.18.1","Fo","14","18","2",2889.99988858747,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000487035067305219
"603","Quant.19.1","Quant","1","19","2",0.036504836472989,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000520828841962758
"604","Sigma.19.1","Sigma","2","19","2",3.19216042188376,0.000000000000000000000000000946735179562501
"605","Connect.19.1","Connect","3","19","2",0.381222174457424,0.0000000379980269068389
"606","Tau1.19.1","Tau1","4","19","2",1396.58850424402,0.0000000000107586820507962
"607","Tau2.19.1","Tau2","5","19","2",8791995.08226616,0.0000001326830657784
"608","NPQ.19.1","NPQ","6","19","2",0.235806027485203,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000035901522848961
"609","qP.19.1","qP","7","19","2",0.502751589191228,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000104165768392552
"610","ABQ.19.1","ABQ","8","19","2",0.332010942484368,0.000000000000000000000000000946735179562501
"611","qm.19.1","qm","9","19","2",0.897969666062257,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000520828841962758
"612","nTau1.19.1","nTau1","10","19","2",2.10124020357268,0.0000000000107586820507962
"613","nTau2.19.1","nTau2","11","19","2",11.6568583659629,0.0000001326830657784
"614","nCon.19.1","nCon","12","19","2",1.20924089389744,0.0000000379980269068389
"615","Fm.19.1","Fm","13","19","2",2907.68663264971,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000035901522848961
"616","Fo.19.1","Fo","14","19","2",2801.54200761014,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000104165768392552
"617","Quant.20.1","Quant","1","20","2",0.0352491881181105,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000295449693345517
"618","Sigma.20.1","Sigma","2","20","2",3.24055203283175,0.00000000000000000000000118661922865819
"619","Connect.20.1","Connect","3","20","2",0.38355909707844,0.000000605068308630799
"620","Tau1.20.1","Tau1","4","20","2",957.815024856342,0.0000000000113643379476609
"621","Tau2.20.1","Tau2","5","20","2",7789560.82527761,0.000000122517523376445
"622","NPQ.20.1","NPQ","6","20","2",0.275266116443881,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000121322661835156
"623","qP.20.1","qP","7","20","2",0.555547225225103,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000590899386691034
"624","ABQ.20.1","ABQ","8","20","2",0.321884550850913,0.00000000000000000000000118661922865819
"625","qm.20.1","qm","9","20","2",0.901479179686608,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000295449693345517
"626","nTau1.20.1","nTau1","10","20","2",1.44108263221281,0.0000000000113643379476609
"627","nTau2.20.1","nTau2","11","20","2",10.3277818542535,0.000000122517523376445
"628","nCon.20.1","nCon","12","20","2",1.2166536379311,0.000000605068308630799
"629","Fm.20.1","Fm","13","20","2",2817.71515790508,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000121322661835156
"630","Fo.20.1","Fo","14","20","2",2718.39298624083,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000590899386691034
"631","Quant.21.1","Quant","1","21","2",0.042025812363251,0.000000000000000000000000000000000000000000000000000000000000000000000000000000245062070479069
"632","Sigma.21.1","Sigma","2","21","2",3.7906601836063,0.000000000000000000000050212899488197
"633","Connect.21.1","Connect","3","21","2",0.341062944867976,0.000246245408676758
"634","Tau1.21.1","Tau1","4","21","2",1285.18724033305,0.0000000157270660871661
"635","Tau2.21.1","Tau2","5","21","2",10271801.0560367,0.00028016234077292
"636","NPQ.21.1","NPQ","6","21","2",0.308892902822966,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104832292271851
"637","qP.21.1","qP","7","21","2",0.611703845737785,0.000000000000000000000000000000000000000000000000000000000000000000000000000000490124140958138
"638","ABQ.21.1","ABQ","8","21","2",0.206769338392163,0.000000000000000000000050212899488197
"639","qm.21.1","qm","9","21","2",0.882538641897488,0.000000000000000000000000000000000000000000000000000000000000000000000000000000245062070479069
"640","nTau1.21.1","nTau1","10","21","2",1.93363119508722,0.0000000157270660871661
"641","nTau2.21.1","nTau2","11","21","2",13.618857716957,0.00028016234077292
"642","nCon.21.1","nCon","12","21","2",1.08185537977804,0.000246245408676758
"643","Fm.21.1","Fm","13","21","2",2745.32519728444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104832292271851
"644","Fo.21.1","Fo","14","21","2",2629.95067566726,0.000000000000000000000000000000000000000000000000000000000000000000000000000000490124140958138
"645","Quant.22.1","Quant","1","22","2",0.0407184667043498,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000871098453707909
"646","Sigma.22.1","Sigma","2","22","2",3.30503132719531,0.000000000000000000000000000390190877542666
"647","Connect.22.1","Connect","3","22","2",0.301681244064939,0.00000985364382864394
"648","Tau1.22.1","Tau1","4","22","2",1248.26495264699,0.0000000000013440961702239
"649","Tau2.22.1","Tau2","5","22","2",9451720.11980139,0.00000121326655200103
"650","NPQ.22.1","NPQ","6","22","2",0.349829533304076,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000946892910407808
"651","qP.22.1","qP","7","22","2",0.660137319350577,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000174219690741582
"652","ABQ.22.1","ABQ","8","22","2",0.308391662844436,0.000000000000000000000000000390190877542666
"653","qm.22.1","qm","9","22","2",0.88619264851791,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000871098453707909
"654","nTau1.22.1","nTau1","10","22","2",1.87807968864272,0.0000000000013440961702239
"655","nTau2.22.1","nTau2","11","22","2",12.5315541831318,0.00000121326655200103
"656","nCon.22.1","nCon","12","22","2",0.956936195446634,0.00000985364382864394
"657","Fm.22.1","Fm","13","22","2",2662.06700772874,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000946892910407808
"658","Fo.22.1","Fo","14","22","2",2553.67172090979,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000174219690741582
"659","Quant.23.1","Quant","1","23","2",0.18099498981885,0.0000000000000000000000000000000000000000000000000000000000000000000259730622932443
"660","Sigma.23.1","Sigma","2","23","2",5.640139179958,0.0000000000000000000000000000000000000000031042743227154
"661","Connect.23.1","Connect","3","23","2",0.194116371569238,0.000000558771894101637
"662","Tau1.23.1","Tau1","4","23","2",1828.4837866231,0.0000000000000000220613329050249
"663","Tau2.23.1","Tau2","5","23","2",1631145.17707267,0.000000000000129583030749629
"664","NPQ.23.1","NPQ","6","23","2",0.458055736479843,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000319728769628596
"665","qP.23.1","qP","7","23","2",1,0.0000000000000000000000000000000000000000000000000000000000000000000519461245864886
"666","ABQ.23.1","ABQ","8","23","2",-0.180251227115279,0.0000000000000000000000000000000000000000031042743227154
"667","qm.23.1","qm","9","23","2",0.494122394824591,0.0000000000000000000000000000000000000000000000000000000000000000000259730622932443
"668","nTau1.23.1","nTau1","10","23","2",2.75104916899843,0.0000000000000000220613329050249
"669","nTau2.23.1","nTau2","11","23","2",2.16265229058325,0.000000000000129583030749629
"670","nCon.23.1","nCon","12","23","2",0.615739247095476,0.000000558771894101637
"671","Fm.23.1","Fm","13","23","2",2464.47140309052,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000319728769628596
"672","Fo.23.1","Fo","14","23","2",2018.41442657931,0.0000000000000000000000000000000000000000000000000000000000000000000519461245864886
"673","Quant.24.1","Quant","1","24","2",0.190290708900742,0.0000000000000000000000000000000000000000000000000000000000000000000151513955504532
"674","Sigma.24.1","Sigma","2","24","2",5.66455167728395,0.0000000000000000000000000000000000000000000900050196327771
"675","Connect.24.1","Connect","3","24","2",0.241249136166989,0.000000000323943733906046
"676","Tau1.24.1","Tau1","4","24","2",1765.69885080321,0.00000000000000000000124765371553835
"677","Tau2.24.1","Tau2","5","24","2",1723747.96373789,0.0000000000000034456676891695
"678","NPQ.24.1","NPQ","6","24","2",0.395631996963027,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000219760639578794
"679","qP.24.1","qP","7","24","2",0.957873599590762,0.0000000000000000000000000000000000000000000000000000000000000000000303027911009064
"680","ABQ.24.1","ABQ","8","24","2",-0.185359767703832,0.0000000000000000000000000000000000000000000900050196327771
"681","qm.24.1","qm","9","24","2",0.468141034167938,0.0000000000000000000000000000000000000000000000000000000000000000000151513955504532
"682","nTau1.24.1","nTau1","10","24","2",2.65658596031343,0.00000000000000000000124765371553835
"683","nTau2.24.1","nTau2","11","24","2",2.28542960771658,0.0000000000000034456676891695
"684","nCon.24.1","nCon","12","24","2",0.765244890294641,0.000000000323943733906046
"685","Fm.24.1","Fm","13","24","2",2574.70212383061,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000219760639578794
"686","Fo.24.1","Fo","14","24","2",2084.76023147864,0.0000000000000000000000000000000000000000000000000000000000000000000303027911009064
"687","Quant.25.1","Quant","1","25","2",0.196530348228585,0.000000000000000000000000000000000000000000000000000000000000000000203611860516947
"688","Sigma.25.1","Sigma","2","25","2",5.67893290929509,0.000000000000000000000000000000000000000000160085885956864
"689","Connect.25.1","Connect","3","25","2",0.245554766281975,0.000000000346489630199817
"690","Tau1.25.1","Tau1","4","25","2",1959.69726693392,0.000000000000000000518183160798137
"691","Tau2.25.1","Tau2","5","25","2",1615985.79318699,0.000000000000591828805475215
"692","NPQ.25.1","NPQ","6","25","2",0.370919017550815,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000245550744586558
"693","qP.25.1","qP","7","25","2",0.944395930554708,0.000000000000000000000000000000000000000000000000000000000000000000407223721033893
"694","ABQ.25.1","ABQ","8","25","2",-0.188369173356248,0.000000000000000000000000000000000000000000160085885956864
"695","qm.25.1","qm","9","25","2",0.450701359160984,0.000000000000000000000000000000000000000000000000000000000000000000203611860516947
"696","nTau1.25.1","nTau1","10","25","2",2.94846668979425,0.000000000000000000518183160798137
"697","nTau2.25.1","nTau2","11","25","2",2.1425532357934,0.000000000000591828805475215
"698","nCon.25.1","nCon","12","25","2",0.778902395964263,0.000000000346489630199817
"699","Fm.25.1","Fm","13","25","2",2621.11519401508,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000245550744586558
"700","Fo.25.1","Fo","14","25","2",2105.98651218806,0.000000000000000000000000000000000000000000000000000000000000000000407223721033893
