"","uni","metric","metrix","stage","col","ASnormalized.t7_aglo6.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.376939464051918,0.0000000000000000000000000000000000000000000000000000000233328160658643
"2","Sigma.1.0","Sigma","2","1","1",4.38078929570825,0.00000000000000000000000000000000000000000000000800426121796345
"3","Connect.1.0","Connect","3","1","1",0.33089336598168,0.00000000000000000146801390464874
"4","Tau1.1.0","Tau1","4","1","1",663.890492808581,0.000000000000000000000000011522644564121
"5","Tau2.1.0","Tau2","5","1","1",869689.94202258,0.000000000000000000000903131679411451
"6","NPQ.1.0","NPQ","6","1","1",0.774984711210123,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000716333620287231
"7","qP.1.0","qP","7","1","1",1.40932074859287,0.0000000000000000000000000000000000000000000000000000000466656321317286
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000000800426121796345
"9","qm.1.0","qm","9","1","1",0,0.0000000000000000000000000000000000000000000000000000000233328160658643
"10","nTau1.1.0","nTau1","10","1","1",1,0.000000000000000000000000011522644564121
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000000903131679411451
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000000146801390464874
"13","Fm.1.0","Fm","13","1","1",1789.07224512821,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000716333620287231
"14","Fo.1.0","Fo","14","1","1",1114.70031189942,0.0000000000000000000000000000000000000000000000000000000466656321317286
"15","Quant.3.0","Quant","1","3","1",0.0741640488488698,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000687350433037463
"16","Sigma.3.0","Sigma","2","3","1",3.13890980948429,0.000000000000000000000000000000000096710848850625
"17","Connect.3.0","Connect","3","3","1",0.326862495441729,0.000000000948967373203736
"18","Tau1.3.0","Tau1","4","3","1",2193.39186168468,0.00000000479025503177987
"19","Tau2.3.0","Tau2","5","3","1",3533179.39612379,0.00000000000639017106632281
"20","NPQ.3.0","NPQ","6","3","1",0.16733193486339,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000147549929075598
"21","qP.3.0","qP","7","3","1",0.44925830612705,0.000000000000000000000000000000000000000000000000000000000000000000000000000000137470086607491
"22","ABQ.3.0","ABQ","8","3","1",0.283483044354722,0.000000000000000000000000000000000096710848850625
"23","qm.3.0","qm","9","3","1",0.803246791801416,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000687350433037463
"24","nTau1.3.0","nTau1","10","3","1",3.3038458683232,0.00000000479025503177987
"25","nTau2.3.0","nTau2","11","3","1",4.06257359709934,0.00000000000639017106632281
"26","nCon.3.0","nCon","12","3","1",0.987818218935903,0.000000000948967373203736
"27","Fm.3.0","Fm","13","3","1",2720.37094806677,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000147549929075598
"28","Fo.3.0","Fo","14","3","1",2518.6172241873,0.000000000000000000000000000000000000000000000000000000000000000000000000000000137470086607491
"29","Quant.4.0","Quant","1","4","1",0.0551118252143673,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000208208356711063
"30","Sigma.4.0","Sigma","2","4","1",2.88743410560477,0.000000000000000000000000000000000218763479798642
"31","Connect.4.0","Connect","3","4","1",0.413185809268776,0.000000000000092093152420413
"32","Tau1.4.0","Tau1","4","4","1",2745.55615890382,0.00000000147006511116105
"33","Tau2.4.0","Tau2","5","4","1",3684188.95054798,0.00000000000746017496781663
"34","NPQ.4.0","NPQ","6","4","1",0.139795451184352,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000294872615012714
"35","qP.4.0","qP","7","4","1",0.371348524772708,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000416416713422124
"36","ABQ.4.0","ABQ","8","4","1",0.34088724412436,0.000000000000000000000000000000000218763479798642
"37","qm.4.0","qm","9","4","1",0.853791310090109,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000208208356711063
"38","nTau1.4.0","nTau1","10","4","1",4.13555577108625,0.00000000147006511116105
"39","nTau2.4.0","nTau2","11","4","1",4.23620967948635,0.00000000000746017496781663
"40","nCon.4.0","nCon","12","4","1",1.24869777320242,0.000000000000092093152420413
"41","Fm.4.0","Fm","13","4","1",2786.09278450202,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000294872615012714
"42","Fo.4.0","Fo","14","4","1",2632.54612593153,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000416416713422124
"43","Quant.5.0","Quant","1","5","1",0.050445430864615,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000165081145149017
"44","Sigma.5.0","Sigma","2","5","1",3.21476513178921,0.00000000000000000000000000000501193874480538
"45","Connect.5.0","Connect","3","5","1",0.371650897401781,0.00000000152778899500653
"46","Tau1.5.0","Tau1","4","5","1",1693.48115211432,0.000000000324193399028382
"47","Tau2.5.0","Tau2","5","5","1",5729671.05252727,0.000000114753856461846
"48","NPQ.5.0","NPQ","6","5","1",0.148487463879877,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000304489133566414
"49","qP.5.0","qP","7","5","1",0.376149867154835,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000330162290298035
"50","ABQ.5.0","ABQ","8","5","1",0.266167597939796,0.00000000000000000000000000000501193874480538
"51","qm.5.0","qm","9","5","1",0.866171001777445,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000165081145149017
"52","nTau1.5.0","nTau1","10","5","1",2.55084410826561,0.000000000324193399028382
"53","nTau2.5.0","nTau2","11","5","1",6.58817674630357,0.000000114753856461846
"54","nCon.5.0","nCon","12","5","1",1.12317421746786,0.00000000152778899500653
